@id,@lat,@lon,name,historic,tourism,leisure,natural,amenity,artwork_type;
"702619,48.1408242,17.2674429,""Most pri Bratislave, Bratislavská ul."",,information,,,,";
54038484,48.5614277,19.7362575,Náučný chodník Ipeľ,,information,,,,;
54038578,48.5602746,19.7388184,Ďubákovo,,information,,,,;
"54049647,48.5697521,19.8476231,""Kokava nad Rimavicou, škola"",,information,,,,";
54684548,48.4564428,19.4785613,Budiná,,information,,,,;
"54696768,48.4497334,19.5353219,""Divín, križovatka pod hradom"",,information,,,,";
54704221,48.4301091,19.5508343,Ružiná,,information,,,,;
54709239,48.4371682,19.5703267,Vodná nádrž Ružiná,,information,,,,;
"54709276,48.4296431,19.5641243,""Ružiná, ATC"",,information,,,,";
54709493,48.4349354,19.5690463,Ružiná hrádza,,information,,,,;
54722911,48.4383620,19.5899709,Lovinobaňa,,information,,,,;
54780117,48.1995891,17.2894132,Stĺp hanby,pillory,attraction,,,,;
"55079649,48.1478901,17.0726302,""Bratislava, Botanická záhrada"",,information,,,,";
55466895,48.2108668,17.0660135,,,information,,,,;
55466899,48.2137793,17.0672795,Kačín,,information,,,,;
"55498437,48.2689632,17.2353011,""Grinava, Myslenická ul."",,information,,,,";
"55498457,48.2686110,17.2367910,""Grinava, Myslenická ul. - rázcestie"",,information,,,,";
55688562,43.3932930,-4.6894038,Idolo de Peña Tu,archaeological_site,,,,,;
56179859,40.4651944,-3.6894210,Monumento a José Calvo Sotelo,monument,,,,,;
56921286,48.4325592,19.8596196,,,information,,,,;
56921307,48.4525432,19.8747894,,,information,,,,;
56921408,48.3776333,19.8941387,,,information,,,,;
59153875,48.5074670,19.6079309,Hrnčiarky,,information,,,,;
"59192105,48.4668338,19.5521675,""Mýtna, nám. most"",,information,,,,";
"59321736,48.1580531,17.0444225,""Karlova Ves, Kútiky"",,information,,,,";
59623938,49.2780433,18.9940204,Sedlo Lutiška,,information,,,,;
59624009,49.2770412,19.0075728,Na Mravečník,,information,,,,;
59624064,49.2794263,19.0143380,Pod Mravečníkom,,information,,,,;
59624123,49.2852812,19.0097909,Káčerovci,,information,,,,;
59624126,49.2853407,19.0097158,Káčerovci,,information,,,,;
59624281,49.2949249,19.0154853,Pod Vojenným,,information,,,,;
59624284,49.2949528,19.0160928,Pod Vojenným,,information,,,,;
59624385,49.3047350,19.0097138,Koštúrovci,,information,,,,;
59624585,49.3173228,19.0119883,Bývalá osada Ďuráškovci,,information,,,,;
59624755,49.3262264,19.0090485,Skaličná dolina,,information,,,,;
59629897,49.2527199,19.0104799,Vyšné Kamence,,information,,,,;
59630375,49.2913193,18.9559269,Lutiše,,information,,,,;
59630517,49.2814403,18.9287833,Sedlo nad Melišovcami,,information,,,,;
"59967210,48.1988819,17.1317485,""Pekná cesta, záhrady"",,information,,,,";
60010381,48.3350497,17.3131093,Pri východných hradbách,,information,,,,;
"60029114,48.5766062,19.1892286,""Lieskovec, križovatka"",,information,,,,";
60055435,46.5192273,15.6020625,,,information,,,,;
60175810,48.3202693,19.0885958,,,information,,,,;
"60288323,48.3573480,17.3033202,""Harmónia, Badogy"",,information,,,,";
60335598,48.7780722,20.1100679,,,information,,,,;
60371716,48.6539242,18.9105216,Bartošova Lehôtka,,information,,,,;
"60376794,48.7912459,19.7220685,""Rohozná, Hliník"",,information,,,,";
60376832,48.7713001,19.7615421,,,information,,,,;
"60376852,48.7626187,19.7792476,""Michalová, námestie"",,information,,,,";
"60376884,48.7551788,19.7990430,""Pohronská Polhora, centrum"",,information,,,,";
60382051,48.7012898,19.8800397,Jasenina,,information,,,,;
"60475438,48.2480162,17.0598642,""Marianka, Budovateľská ul."",,information,,,,";
"60475464,48.2489523,17.0625390,""Marianka, nám."",,information,,,,";
60486460,45.9463822,14.3328084,Bistra,castle,,,,,;
60573963,42.4646662,-2.4457735,Monumento a Espartero,memorial,artwork,,,,statue;
60592443,28.1018577,-14.2751892,,,viewpoint,,,,;
60593542,42.4646076,-2.4445896,,,information,,,,;
